,,,,Nation,Pos,Age,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ESP-La Liga,2122,Levante,Gonzalo Melero,ESP,MF,27.0,29,20,1692.0,18.8,7.0,2.0,5.0,2.0,2.0,5.0,0.0,0.37,0.11,0.48,0.27,0.37,4.1,2.6,0.9,3.5,0.22,0.05,0.27,0.14,0.19
ESP-La Liga,2122,Levante,Hernâni Fortes,POR,"FW,MF",29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,Jorge Miramón,ESP,DF,32.0,29,22,1977.0,22.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,0.7,0.7,0.7,1.3,0.03,0.03,0.06,0.03,0.06
ESP-La Liga,2122,Levante,Jorge de Frutos,ESP,"MF,FW",24.0,25,20,1760.0,19.6,4.0,7.0,4.0,0.0,0.0,4.0,0.0,0.2,0.36,0.56,0.2,0.56,5.8,5.8,3.3,9.1,0.3,0.17,0.47,0.3,0.47
ESP-La Liga,2122,Levante,Joseda,ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,José Campaña,ESP,MF,28.0,20,16,1422.0,15.8,2.0,2.0,2.0,0.0,1.0,6.0,1.0,0.13,0.13,0.25,0.13,0.25,1.6,0.8,1.4,2.2,0.1,0.09,0.19,0.05,0.14
ESP-La Liga,2122,Levante,José Luis García Vayá,ESP,MF,22.0,29,23,2012.0,22.4,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2.0,2.6,0.03,0.09,0.12,0.03,0.12
ESP-La Liga,2122,Levante,José Luis Morales,ESP,"FW,MF",34.0,35,31,2719.0,30.2,13.0,7.0,10.0,3.0,5.0,7.0,0.0,0.43,0.23,0.66,0.33,0.56,14.4,10.6,6.9,17.5,0.48,0.23,0.71,0.35,0.58
ESP-La Liga,2122,Levante,José Manuel,ESP,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,Koke Vegas,ESP,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,Marcelo Saracchi,URU,DF,23.0,4,2,186.0,2.1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.48,0.48,0.0,0.48,0.0,0.0,0.3,0.3,0.0,0.15,0.15,0.0,0.15
ESP-La Liga,2122,Levante,Martín Cáceres,URU,DF,34.0,10,9,663.0,7.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02
ESP-La Liga,2122,Levante,Mickael Malsa,MTQ,MF,25.0,26,11,1143.0,12.7,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.08,0.16,0.24,0.08,0.24,1.0,1.0,0.9,1.9,0.08,0.07,0.15,0.08,0.15
ESP-La Liga,2122,Levante,Nemanja Radoja,SRB,MF,28.0,19,17,1214.0,13.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,0.02,0.04,0.06,0.02,0.06
ESP-La Liga,2122,Levante,Nikola Vukčević,MNE,MF,29.0,6,0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
ESP-La Liga,2122,Levante,Omar Faraj,SWE,FW,19.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Levante,Opponent Total,,,27.4,38,418,3420.0,38.0,76.0,59.0,71.0,5.0,6.0,104.0,5.0,2.0,1.55,3.55,1.87,3.42,56.1,51.6,41.2,92.8,1.48,1.09,2.56,1.36,2.44
ESP-La Liga,2122,Levante,Pablo Cuñat,ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,Pablo Martínez,ESP,MF,23.0,13,7,656.0,7.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,0.4,0.4,1.3,1.7,0.05,0.18,0.23,0.05,0.23
ESP-La Liga,2122,Levante,Pablo Picón,ESP,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,Pubill,ESP,DF,18.0,11,5,512.0,5.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,1.0,1.0,0.2,1.3,0.18,0.04,0.22,0.18,0.22
ESP-La Liga,2122,Levante,Rober,ESP,DF,26.0,27,21,2010.0,22.3,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.04,0.0,0.04,0.04,0.04,1.4,1.4,0.4,1.8,0.06,0.02,0.08,0.06,0.08
ESP-La Liga,2122,Levante,Roberto Soldado,ESP,FW,36.0,18,7,664.0,7.4,3.0,2.0,3.0,0.0,0.0,7.0,2.0,0.41,0.27,0.68,0.41,0.68,3.5,3.5,0.9,4.4,0.47,0.12,0.59,0.47,0.59
ESP-La Liga,2122,Levante,Roger Martí,ESP,FW,30.0,29,25,2115.0,23.5,7.0,3.0,6.0,1.0,3.0,8.0,0.0,0.3,0.13,0.43,0.26,0.38,8.1,5.9,1.7,7.5,0.35,0.07,0.42,0.25,0.32
ESP-La Liga,2122,Levante,Rúben Vezo,POR,DF,27.0,32,27,2420.0,26.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.03,0.01,0.04,0.03,0.04
ESP-La Liga,2122,Levante,Sergio Postigo,ESP,DF,32.0,13,10,848.0,9.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03
ESP-La Liga,2122,Levante,Shkodran Mustafi,GER,DF,29.0,11,8,658.0,7.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14,0.0,0.14,0.14,0.14,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01
ESP-La Liga,2122,Levante,Son,ESP,DF,27.0,26,22,1971.0,21.9,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.05,0.0,0.05,0.05,0.05,1.2,1.2,1.6,2.8,0.05,0.07,0.13,0.05,0.13
ESP-La Liga,2122,Levante,Squad Total,,,28.0,38,418,3420.0,38.0,51.0,34.0,43.0,8.0,13.0,109.0,6.0,1.34,0.89,2.24,1.13,2.03,56.5,46.9,31.0,78.0,1.49,0.82,2.3,1.23,2.05
ESP-La Liga,2122,Levante,Álex Cantero,ESP,"FW,MF",21.0,25,4,610.0,6.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,2.7,2.7,0.6,3.3,0.39,0.09,0.48,0.39,0.48
ESP-La Liga,2122,Levante,Óscar Duarte,CRC,DF,32.0,23,20,1773.0,19.7,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.1,0.0,0.1,0.1,0.1,1.1,1.1,0.3,1.3,0.05,0.01,0.07,0.05,0.07
ESP-La Liga,2122,Mallorca,Abdón Prats,ESP,FW,28.0,23,6,641.0,7.1,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.42,0.0,0.42,0.42,0.42,2.0,2.0,0.4,2.3,0.27,0.05,0.32,0.27,0.32
ESP-La Liga,2122,Mallorca,Aleix Febas,ESP,MF,25.0,4,1,117.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05
ESP-La Liga,2122,Mallorca,Aleksandar Sedlar,SRB,"DF,MF",29.0,10,3,404.0,4.5,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ESP-La Liga,2122,Mallorca,Amath,SEN,"FW,MF",25.0,19,9,884.0,9.8,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,1.3,1.3,0.4,1.7,0.13,0.04,0.17,0.13,0.17
ESP-La Liga,2122,Mallorca,Antonio Raillo,ESP,DF,29.0,17,17,1530.0,17.0,2.0,0.0,2.0,0.0,0.0,8.0,0.0,0.12,0.0,0.12,0.12,0.12,1.1,1.1,0.0,1.1,0.06,0.0,0.06,0.06,0.06
ESP-La Liga,2122,Mallorca,Antonio Sánchez,ESP,"MF,FW",24.0,29,19,1616.0,18.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.06,0.0,0.06,0.06,0.06,1.3,1.3,0.3,1.6,0.07,0.02,0.09,0.07,0.09
ESP-La Liga,2122,Mallorca,Brian Oliván,ESP,DF,27.0,28,24,2189.0,24.3,1.0,0.0,1.0,0.0,1.0,7.0,0.0,0.04,0.0,0.04,0.04,0.04,2.2,1.5,2.2,3.6,0.09,0.09,0.18,0.06,0.15
ESP-La Liga,2122,Mallorca,Clément Grenier,FRA,MF,30.0,5,0,60.0,0.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5,0.0,1.5,1.5,1.5,0.4,0.4,0.0,0.4,0.57,0.04,0.61,0.57,0.61
ESP-La Liga,2122,Mallorca,Dani Rodríguez,ESP,"MF,FW",33.0,36,33,2832.0,31.5,3.0,3.0,3.0,0.0,0.0,7.0,0.0,0.1,0.1,0.19,0.1,0.19,2.8,2.8,3.0,5.8,0.09,0.09,0.18,0.09,0.18
ESP-La Liga,2122,Mallorca,Dominik Greif,SVK,GK,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Mallorca,Fernando Niño,ESP,FW,20.0,23,9,884.0,9.8,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.2,0.0,0.2,0.2,0.2,4.1,4.1,0.3,4.4,0.41,0.03,0.45,0.41,0.45
ESP-La Liga,2122,Mallorca,Ferrán Quetglas,ESP,GK,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Mallorca,Franco Russo,ARG,DF,26.0,19,17,1464.0,16.3,1.0,0.0,1.0,0.0,0.0,7.0,2.0,0.06,0.0,0.06,0.06,0.06,0.2,0.2,0.0,0.2,0.01,0.0,0.01,0.01,0.01
ESP-La Liga,2122,Mallorca,Giovanni González,URU,DF,26.0,9,3,365.0,4.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.8,1.4,0.14,0.21,0.34,0.14,0.34
ESP-La Liga,2122,Mallorca,Iddrisu Baba,GHA,MF,25.0,26,23,1934.0,21.5,2.0,0.0,2.0,0.0,0.0,9.0,0.0,0.09,0.0,0.09,0.09,0.09,1.5,1.5,0.3,1.8,0.07,0.02,0.08,0.07,0.08
ESP-La Liga,2122,Mallorca,Iñigo Ruiz de Galarreta,ESP,MF,27.0,22,17,1378.0,15.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,0.03,0.04,0.07,0.03,0.07
ESP-La Liga,2122,Mallorca,Jaume Costa,ESP,DF,33.0,25,21,1828.0,20.3,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.2,0.2,0.0,0.2,0.7,0.7,2.4,3.0,0.03,0.12,0.15,0.03,0.15
ESP-La Liga,2122,Mallorca,Javier Llabrés,,"FW,MF",,5,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.05,0.15,0.1,0.15
ESP-La Liga,2122,Mallorca,Joan Sastre Vanrell,ESP,DF,24.0,7,2,258.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ESP-La Liga,2122,Mallorca,Jordi Mboula,ESP,FW,22.0,11,5,434.0,4.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.06,0.02,0.08,0.06,0.08
ESP-La Liga,2122,Mallorca,Josep Antoni Gayá,ESP,DF,21.0,1,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Mallorca,Lago Junior,CIV,"FW,MF",30.0,6,1,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.16,0.0,0.16,0.16,0.16
ESP-La Liga,2122,Mallorca,Lee Kangin,KOR,"MF,FW",20.0,30,15,1411.0,15.7,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.06,0.13,0.19,0.06,0.19,1.4,1.4,2.2,3.6,0.09,0.14,0.23,0.09,0.23
ESP-La Liga,2122,Mallorca,Leonardo Román,ESP,GK,21.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Mallorca,Manolo Reina,ESP,GK,36.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.02
ESP-La Liga,2122,Mallorca,Marc Carmona Tormo,ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Mallorca,Marcos Fernández Cózar,,DF,,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Mallorca,Martin Valjent,SVK,DF,25.0,36,36,3181.0,35.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.8,0.01,0.02,0.02,0.01,0.02
ESP-La Liga,2122,Mallorca,Matthew Hoppe,USA,FW,20.0,5,1,131.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.69,0.0,0.69,0.1,0.1,0.2,0.3,0.07,0.11,0.18,0.07,0.18
ESP-La Liga,2122,Mallorca,Miguelito,ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Mallorca,Opponent Total,,,27.7,38,418,3420.0,38.0,59.0,40.0,53.0,6.0,8.0,114.0,6.0,1.55,1.05,2.61,1.39,2.45,48.2,42.1,31.2,73.2,1.27,0.82,2.09,1.11,1.93
ESP-La Liga,2122,Mallorca,Pablo Gálvez,ESP,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Mallorca,Pablo Maffeo,ESP,DF,24.0,35,35,2945.0,32.7,1.0,4.0,1.0,0.0,0.0,10.0,0.0,0.03,0.12,0.15,0.03,0.15,1.7,1.7,2.4,4.1,0.05,0.07,0.12,0.05,0.12
ESP-La Liga,2122,Mallorca,Pere Joan,ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Mallorca,Rodrigo Battaglia,ARG,MF,30.0,26,12,1179.0,13.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03
ESP-La Liga,2122,Mallorca,Salva Sevilla,ESP,MF,37.0,28,17,1507.0,16.7,5.0,3.0,1.0,4.0,4.0,2.0,0.0,0.3,0.18,0.48,0.06,0.24,4.6,1.5,2.8,4.3,0.27,0.17,0.44,0.09,0.26
ESP-La Liga,2122,Mallorca,Sergio Rico,ESP,GK,27.0,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Mallorca,Squad Total,,,27.9,38,418,3420.0,38.0,33.0,23.0,27.0,6.0,7.0,114.0,7.0,0.87,0.61,1.47,0.71,1.32,40.1,34.8,25.1,59.8,1.05,0.66,1.71,0.92,1.57
ESP-La Liga,2122,Mallorca,Takefusa Kubo,JPN,"FW,MF",20.0,28,17,1605.0,17.8,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06,3.1,3.1,2.6,5.7,0.17,0.15,0.32,0.17,0.32
ESP-La Liga,2122,Mallorca,Tomás Giaquinto,ARG,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Mallorca,Vedat Muriqi,KVX,FW,27.0,16,16,1438.0,16.0,5.0,3.0,3.0,2.0,2.0,6.0,0.0,0.31,0.19,0.5,0.19,0.38,5.2,3.7,1.6,5.3,0.33,0.1,0.43,0.23,0.33
ESP-La Liga,2122,Mallorca,Victor Mollejo,ESP,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Mallorca,Ángel Rodríguez,ESP,FW,34.0,29,19,1544.0,17.2,3.0,2.0,3.0,0.0,0.0,4.0,0.0,0.17,0.12,0.29,0.17,0.29,4.8,4.8,1.3,6.1,0.28,0.08,0.36,0.28,0.36
ESP-La Liga,2122,Osasuna,Ante Budimir,CRO,FW,30.0,28,20,1738.0,19.3,8.0,2.0,6.0,2.0,2.0,3.0,0.0,0.41,0.1,0.52,0.31,0.41,8.4,7.1,1.3,8.4,0.44,0.07,0.5,0.37,0.43
ESP-La Liga,2122,Osasuna,Aridane Hernández,EQG,DF,32.0,15,12,1159.0,12.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
ESP-La Liga,2122,Osasuna,Barbero,ESP,"MF,FW",22.0,6,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
ESP-La Liga,2122,Osasuna,Dario Ramos,ESP,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Osasuna,Darko Brašanac,SRB,MF,29.0,35,27,2405.0,26.7,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.04,0.07,0.11,0.04,0.11,1.6,1.6,1.6,3.2,0.06,0.06,0.12,0.06,0.12
ESP-La Liga,2122,Osasuna,David García,ESP,DF,27.0,35,35,3105.0,34.5,4.0,0.0,4.0,0.0,0.0,8.0,0.0,0.12,0.0,0.12,0.12,0.12,1.3,1.3,0.3,1.6,0.04,0.01,0.05,0.04,0.05
ESP-La Liga,2122,Osasuna,Ezequiel Ávila,ARG,"FW,MF",27.0,36,22,1870.0,20.8,6.0,1.0,5.0,1.0,1.0,9.0,1.0,0.29,0.05,0.34,0.24,0.29,4.2,3.4,1.3,4.7,0.2,0.06,0.26,0.16,0.23
ESP-La Liga,2122,Osasuna,Iker Benito,ESP,"MF,FW",18.0,4,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.07,0.1,0.17,0.07,0.17
ESP-La Liga,2122,Osasuna,Iñigo Pérez,ESP,MF,33.0,10,4,338.0,3.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,0.1,0.1,0.9,1.0,0.02,0.24,0.26,0.02,0.26
ESP-La Liga,2122,Osasuna,Jaume Grau,ESP,MF,24.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Osasuna,Javi Martínez,ESP,MF,21.0,26,9,879.0,9.8,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.1,0.2,0.8,0.8,1.0,1.7,0.08,0.1,0.18,0.08,0.18
ESP-La Liga,2122,Osasuna,Javier Ontiveros,ESP,"MF,FW",23.0,3,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.13,0.13,0.13
ESP-La Liga,2122,Osasuna,Jesús Areso,ESP,DF,22.0,3,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ESP-La Liga,2122,Osasuna,Jon Moncayola,ESP,MF,23.0,36,33,2915.0,32.4,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.06,0.09,0.15,0.06,0.15,2.2,2.2,2.3,4.5,0.07,0.07,0.14,0.07,0.14
ESP-La Liga,2122,Osasuna,Jonás Ramalho,ESP,DF,28.0,3,3,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03
ESP-La Liga,2122,Osasuna,José Ángel,ESP,DF,31.0,23,12,1083.0,12.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.08,0.08,0.17,0.08,0.17,0.2,0.2,1.3,1.5,0.02,0.11,0.13,0.02,0.13
ESP-La Liga,2122,Osasuna,Juan Cruz Armada,ESP,DF,29.0,23,22,1934.0,21.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,0.01,0.0,0.02,0.01,0.02
ESP-La Liga,2122,Osasuna,Juan Pérez,ESP,GK,25.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Osasuna,Kike,ESP,FW,31.0,33,18,1862.0,20.7,5.0,1.0,4.0,1.0,1.0,2.0,0.0,0.24,0.05,0.29,0.19,0.24,7.0,6.2,2.1,8.3,0.34,0.1,0.44,0.3,0.4
ESP-La Liga,2122,Osasuna,Kike Barja,ESP,"MF,FW",24.0,21,9,865.0,9.6,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.21,0.0,0.21,0.21,0.21,1.8,1.8,0.6,2.4,0.19,0.07,0.25,0.19,0.25
ESP-La Liga,2122,Osasuna,Lucas Torró,ESP,MF,27.0,33,32,2725.0,30.3,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.03,0.0,0.03,0.03,0.03,1.5,1.5,0.3,1.8,0.05,0.01,0.06,0.05,0.06
ESP-La Liga,2122,Osasuna,Manuel Sánchez,ESP,DF,20.0,33,25,2257.0,25.1,1.0,3.0,1.0,0.0,0.0,6.0,0.0,0.04,0.12,0.16,0.04,0.16,0.4,0.4,2.0,2.4,0.02,0.08,0.09,0.02,0.09
ESP-La Liga,2122,Osasuna,Nacho Vidal,ESP,DF,26.0,35,33,2902.0,32.2,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.03,0.03,0.0,0.03,1.1,1.1,2.0,3.1,0.03,0.06,0.1,0.03,0.1
ESP-La Liga,2122,Osasuna,Oier Sanjurjo,ESP,MF,35.0,25,8,758.0,8.4,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,0.6,0.6,0.2,0.8,0.07,0.02,0.09,0.07,0.09
ESP-La Liga,2122,Osasuna,Opponent Total,,,27.6,38,418,3420.0,38.0,49.0,37.0,45.0,4.0,7.0,73.0,1.0,1.29,0.97,2.26,1.18,2.16,45.2,39.8,30.7,70.6,1.19,0.81,2.0,1.05,1.86
ESP-La Liga,2122,Osasuna,Pau Martínez,ESP,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Osasuna,Robert Ibáñez,ESP,MF,28.0,4,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.38,0.16,0.55,0.38,0.55
ESP-La Liga,2122,Osasuna,Roberto Torres,ESP,"MF,FW",32.0,28,6,809.0,9.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,0.22,0.22,0.44,0.0,0.22,2.0,0.4,2.1,2.5,0.22,0.23,0.45,0.05,0.28
ESP-La Liga,2122,Osasuna,Rubén García,ESP,"FW,MF",28.0,37,30,2375.0,26.4,1.0,6.0,1.0,0.0,2.0,1.0,0.0,0.04,0.23,0.27,0.04,0.27,3.1,1.6,3.4,5.0,0.12,0.13,0.25,0.06,0.19
ESP-La Liga,2122,Osasuna,Sergio Herrera,ESP,GK,28.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Osasuna,Squad Total,,,27.7,38,418,3420.0,38.0,37.0,23.0,31.0,6.0,8.0,84.0,2.0,0.97,0.61,1.58,0.82,1.42,37.2,31.6,23.2,54.8,0.98,0.61,1.59,0.83,1.44
ESP-La Liga,2122,Osasuna,Unai Dufur,ESP,DF,22.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
ESP-La Liga,2122,Osasuna,Unai García,ESP,DF,29.0,18,15,1408.0,15.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03
ESP-La Liga,2122,Osasuna,Yoel Ramírez,ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Rayo Vallecano,Adrian Quintela,ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Rayo Vallecano,Alejandro Asensio,ESP,FW,20.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.15,0.34,0.19,0.34
ESP-La Liga,2122,Rayo Vallecano,Andrés Martín,ESP,"FW,MF",22.0,7,1,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.18,0.0,0.18,0.18,0.18
ESP-La Liga,2122,Rayo Vallecano,Bebé,CPV,"FW,MF",31.0,29,6,867.0,9.6,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.21,0.31,0.1,0.31,2.1,2.1,1.9,4.0,0.22,0.2,0.42,0.22,0.42
